,Country,Year,Economic growth: the rate of change of real GDP,Gross Domestic Product billions of 2010 U.S. dollars,GDP per capita current U.S. dollars,Household consumption billion USD,Female labor force participation rate,Male labor force participation rate,Foreign aid and official development assistance received,Rule of law index (-2.5 weak; 2.5 strong),Civil liberties index 7 (weak) - 1 (strong) ,Internet users percent of population,Railroad lines total length in km,Railway passengers,New commercial vehicle sales numbers per year,Quality of roads 1(low) - 7(high),Quality of railroad infrastructure 1(low) - 7(high),Quality of port infrastructure 1(low) - 7(high),Quality of air transport infrastructure 1(low) - 7(high),Energy use per capita,Alternative and nuclear energy percent of total energy use,Electricity production from renewable sources million kWh,GDP per unit of energy used,Electricity production capacity million kilowatts,Renewable power generation billion kilowatthours,Fossil fuels electricity capacity million kilowatts,Wind electricity capacity million kilowatts,Solar electricity capacity million kilowatts,Hydroelectricity capacity million kilowatts,Nuclear electricity capacity million kilowatts,Geothermal electricity capacity million kilowatts,Forest area percent of total land area,Percent agricultural land,Agricultural land sq. km.,Arable land percent of total land area,Food production index (2004-2006 = 100),Forest area sq. km,ATMs per 100000 adults,Property rights index (0-100),Business freedom index (0-100),Labor freedom index (0-100),Population size in millions,Percent urban population,Rural population percent of total population,Health spending per capita,Death rate per 1000 people,Homicides per 100000 people,Buddhists as percent of the total population,Muslims as percent of the total population,Christians as percent of the total population,Security threats index 0 (low) - 10 (high),Group grievance index 0 (low) - 10 (high),Public services index 0 (high) - 10 (low),Human rights and rule of law index 0 (high) - 10 (low),Human Development Index (0 - 1),Women in parliament percent,Land area in sq. km,"Deaths - Exposure to forces of nature (Per 100,000 Populations)","Death rates from air pollution (per 100,000)_x",consumption_of_all_ozone_depleting_substances_in_odp_metric_tons,co2_per_capita,consumption_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,longtitude,latitude,HDI Status
101,Indonesia,1998,-13.13,428.8,463.95,64.69,50.64,83.01,1265.69,-0.78,4.0,0.26,6441.0,,,,,,,666.37,48.3,2622.0,6.67,22.28,13.13,17.94,,,4.34,0.0,,57.8,24.22,438770.0,10.3,62.7,1047330.0,,50.0,55.0,,205.72,39.59,60.41,,7.5,0.9,0.9,88.0,8.8,,,,,0.5870000000000001,11.4,1811570.0,0.018278098,89.15,6330.5,1.05,0.682,0.233,0.55,1.902,0.386,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
102,Indonesia,1999,0.79,432.2,671.1,103.52,50.55,83.35,2132.46,,4.0,0.44,6458.0,,,,,,,688.37,45.08,2733.0,6.51,21.59,12.88,17.22,,,4.37,0.0,,56.9,25.32,458770.0,10.9,63.1,1030065.0,,50.0,55.0,,208.62,40.79,59.21,,7.48,1.0,0.9,88.0,8.8,,,,,0.595,,1811570.0,0.023742111,87.93,5921.2,1.169,1.013,0.401,0.508,1.661,0.325,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
103,Indonesia,2000,4.92,453.4,780.19,101.74,51.06,83.61,1645.43,-0.72,4.0,0.93,,19228.0,,,,,,735.91,45.58,4875.0,6.45,23.05,14.79,17.39,0.0,0.0,4.39,0.0,0.53,55.9,26.04,471770.0,11.3,64.9,1012800.0,,50.0,55.0,,211.51,42.0,58.0,16.2,7.47,1.0,0.8,88.0,8.8,,,,,0.604,8.0,1811570.0,0.21796263899999999,86.65,5451.2,1.2570000000000001,1.093,0.23,0.733,1.5590000000000002,0.316,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
104,Indonesia,2001,3.64,469.9,748.26,101.32,49.25,83.67,1458.18,,4.0,2.02,,18270.0,,,,,,742.97,44.31,6039.0,6.67,23.49,17.58,17.57,0.0,0.0,4.38,0.0,0.79,55.8,26.33,477000.0,11.2,65.8,1011179.2,,30.0,55.0,,214.43,42.78,57.22,17.69,7.46,,0.8,88.0,8.8,,,,,0.61,8.0,1811570.0,0.268117427,86.01,5229.5,1.3880000000000001,1.187,0.285,0.6990000000000001,1.5030000000000001,0.313,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
105,Indonesia,2002,4.5,491.1,900.18,132.31,47.16,83.37,1296.01,-0.91,4.0,2.13,,16329.0,,,,,,760.17,44.64,6249.0,6.83,23.5,16.08,17.58,0.0,0.0,4.38,0.0,0.79,55.7,26.6,481810.0,11.1,69.2,1009558.4,,30.0,55.0,,217.36,43.57,56.43,19.9,7.43,,0.8,88.0,8.8,,,,,0.616,8.0,1811570.0,0.113481456,85.63,5787.4,1.4140000000000001,1.294,0.275,0.722,2.0469999999999997,0.39799999999999996,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
106,Indonesia,2003,4.78,514.6,1065.65,159.97,47.1,82.58,1738.63,-0.85,4.0,2.39,,15031.0,,,,,,752.11,42.98,6309.0,7.27,26.99,15.32,20.9,0.0,0.0,4.54,0.0,0.81,55.6,28.16,510060.0,12.4,73.8,1007937.6,,30.0,55.0,,220.31,44.36,55.64,26.67,7.38,0.7,0.8,88.0,8.8,,,,,0.623,8.0,1811570.0,0.207350667,85.29,5119.8,1.4369999999999998,1.334,0.284,0.737,1.54,0.337,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
107,Indonesia,2004,5.03,540.4,1150.26,171.49,46.57,83.65,97.56,-0.77,4.0,2.6,,14777.0,,,,,,791.09,41.42,6676.0,7.35,27.24,16.25,21.1,0.0,0.0,4.57,0.0,0.82,55.5,29.46,533660.0,13.6,75.9,1006316.8,8.56,30.0,55.0,,223.29,45.15,54.85,27.17,7.3,0.6,0.8,88.0,8.8,,,,,0.629,11.27,1811570.0,73.91292635,84.77,4256.7,1.5219999999999998,1.391,0.27699999999999997,0.779,1.913,0.39799999999999996,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
108,Indonesia,2005,5.69,571.2,1263.29,183.99,45.51,82.42,2489.0,-0.82,3.0,3.6,,14345.0,169598.0,,,,,794.41,41.45,6626.0,7.87,29.05,17.24,22.56,0.0,0.0,4.59,0.0,0.82,55.5,28.62,518460.0,12.7,76.5,1004696.0,9.32,30.0,55.0,49.0,226.29,45.94,54.06,35.51,7.2,,0.8,88.0,8.8,,,,,0.633,11.27,1811570.0,0.5269458810000001,83.92,2725.7,1.517,1.3980000000000001,0.24100000000000002,0.772,1.5290000000000001,0.35200000000000004,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
109,Indonesia,2006,5.5,602.6,1589.8,228.47,45.51,82.67,1229.97,-0.72,3.0,4.76,3370.0,15579.0,96517.0,2.09,,2.79,4.14,802.35,39.94,6690.0,8.36,32.21,16.22,25.39,0.0,0.0,4.9,0.0,0.82,55.4,28.43,515000.0,11.9,78.9,1003075.2,10.49,30.0,47.0,51.0,229.32,46.74,53.26,46.2,7.09,,0.7,88.0,8.8,,,,,0.643,11.27,1811570.0,3.170232224,83.34,553.7,1.511,1.433,0.25,0.665,1.955,0.42200000000000004,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
110,Indonesia,2007,6.35,640.9,1860.0,274.64,49.53,83.09,737.04,-0.68,3.0,5.79,5213.0,15872.0,118572.0,2.25,,2.66,4.06,788.07,39.97,7057.0,9.17,32.77,18.23,25.86,0.0,0.0,4.87,0.0,0.93,55.3,29.26,530000.0,12.1,80.8,1001454.4,11.46,30.0,48.0,50.0,232.37,47.53,52.47,58.18,6.97,,0.7,88.0,8.8,7.3,6.0,7.0,7.0,0.644,11.64,1811570.0,0.29591639,82.46,500.1,1.6219999999999999,1.5530000000000002,0.24600000000000002,0.715,1.229,0.332,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
111,Indonesia,2008,6.01,679.4,2166.85,309.31,50.32,83.01,1145.67,-0.65,3.0,7.92,5279.0,17937.0,178507.0,2.53,,3.04,4.36,793.1,40.16,8356.0,9.72,32.17,19.77,25.0,0.0,0.0,5.06,0.0,1.0,55.2,29.81,540000.0,12.5,84.9,999833.6,13.11,30.0,49.0,50.0,235.47,48.33,51.67,61.95,6.85,0.6,0.7,88.0,8.8,7.1,5.9,6.7,6.8,0.648,11.64,1811570.0,0.055930453,81.29,299.9,1.7730000000000001,1.7369999999999999,0.256,0.672,1.177,0.336,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
112,Indonesia,2009,4.63,710.9,2261.25,316.75,50.46,82.88,902.69,-0.6,3.0,6.92,,19779.0,126721.0,2.93,2.77,3.4,4.69,846.0,38.97,9362.0,9.48,35.11,20.63,27.07,0.0,0.0,5.06,0.0,1.19,55.1,30.69,556000.0,13.0,89.5,998212.8,14.12,30.0,47.0,51.0,238.62,49.13,50.87,65.1,6.74,0.5,0.7,88.0,8.7,7.3,6.3,6.7,6.7,0.659,17.86,1811570.0,0.626892558,79.78,374.8,1.874,1.848,0.27,0.76,1.571,0.40299999999999997,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
113,Indonesia,2010,6.22,755.1,3122.36,424.49,51.23,83.16,1323.76,-0.64,3.0,10.92,4816.0,20340.0,223235.0,3.46,3.04,3.62,4.64,877.08,37.75,9457.0,9.7,37.26,26.74,29.06,0.0,0.02,5.08,0.0,1.2,55.0,30.69,556000.0,13.0,89.6,996592.0,13.04,30.0,53.0,51.0,241.83,49.91,50.09,92.45,6.65,0.4,0.7,88.0,8.7,7.3,6.3,6.7,6.5,0.6659999999999999,18.04,1811570.0,0.535744842,77.87,433.0,1.771,1.7919999999999998,0.305,0.809,1.1079999999999999,0.34,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
114,Indonesia,2011,6.17,801.7,3643.04,494.91,51.11,83.44,358.11,-0.59,3.0,12.28,4828.0,19024.0,291873.0,3.53,3.11,3.6,4.35,833.56,38.23,9578.0,10.91,41.84,21.89,34.72,0.0,0.02,3.95,0.0,1.21,54.5,31.19,565000.0,13.0,90.3,987329.4,16.45,30.0,55.0,52.0,245.12,50.6,49.4,107.67,6.58,0.6,0.7,88.0,8.7,7.1,6.6,6.5,6.3,0.674,18.21,1811570.0,0.052824551,76.31,337.5,2.073,2.069,0.33299999999999996,0.862,1.2570000000000001,0.37200000000000005,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
115,Indonesia,2012,6.03,850.0,3694.35,517.58,51.61,83.87,69.01,-0.58,3.0,14.52,4861.0,17154.0,335445.0,3.41,3.19,3.57,4.21,853.21,38.23,9678.0,11.39,47.22,22.37,39.73,0.0,0.03,4.15,0.0,1.34,54.0,31.19,565000.0,13.0,96.2,978066.8,35.73,30.0,55.0,52.0,248.45,51.28,48.72,107.24,6.52,0.6,0.6,88.0,8.7,7.1,7.1,6.2,6.8,0.682,18.57,1811570.0,0.036872966,74.74,329.4,2.119,2.187,0.322,0.8809999999999999,1.24,0.379,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
116,Indonesia,2013,5.56,897.3,3623.91,518.58,50.82,83.29,69.47,-0.53,4.0,14.94,5107.0,16926.0,349779.0,3.74,3.53,3.88,4.51,863.82,38.11,9583.0,11.65,52.69,26.35,44.44,0.0,0.04,5.17,0.0,1.35,53.5,31.46,570000.0,13.0,96.2,968804.2,42.02,30.0,50.0,51.0,251.81,51.96,48.04,107.29,6.47,0.5,0.6,88.0,8.7,6.8,7.3,6.1,6.5,0.688,18.57,1811570.0,0.069399555,72.18,310.5,1.633,1.7790000000000001,0.257,0.9109999999999999,1.2009999999999998,0.36200000000000004,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
117,Indonesia,2014,5.01,942.2,3491.62,509.0,50.67,82.96,-381.94,-0.34,4.0,17.14,5196.0,20396.0,332141.0,3.93,3.69,3.97,4.52,883.92,37.45,10987.0,11.63,54.79,26.02,46.39,0.0,0.04,5.23,0.0,1.4,53.0,31.46,570000.0,13.0,96.4,959541.6,49.21,30.0,55.0,48.0,255.13,52.63,47.37,108.84,6.44,0.5,,,,6.5,7.6,6.0,6.2,0.691,16.94,1811570.0,0.09655857300000001,70.37,257.98,1.6340000000000001,1.7790000000000001,0.245,0.865,1.591,0.42100000000000004,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
118,Indonesia,2015,4.88,988.1,3331.7,494.56,50.63,82.36,-28.46,-0.42,4.0,21.98,5350.0,22296.0,275856.0,3.72,3.6,3.81,4.36,,36.88,11181.0,,57.33,24.8,48.79,0.0,0.05,5.31,0.0,1.44,52.5,31.46,573000.0,13.1,99.8,950279.0,52.97,30.0,49.0,49.0,258.38,53.31,46.69,99.66,6.42,0.6,,,,6.2,7.3,6.0,6.8,0.696,17.12,1811570.0,0.021265737000000003,69.33,,1.962,2.0580000000000003,0.365,0.8490000000000001,1.639,0.428,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
119,Indonesia,2016,5.03,1037.9,3562.85,538.87,50.77,81.58,-108.28,-0.34,4.0,25.45,5384.0,,213215.0,3.9,3.8,3.9,4.5,,,,,61.7,30.97,52.58,0.0,0.06,5.65,0.0,1.64,50.7,31.46,602000.0,13.4,103.8,952718.0,54.34,30.0,54.0,49.0,261.55,53.99,46.01,109.94,6.42,0.5,,,,5.9,7.3,6.1,7.4,0.7,17.12,1877519.0,0.074584653,67.61,,2.1719999999999997,2.237,0.349,0.838,1.1179999999999999,0.354,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
120,Indonesia,2017,5.07,1090.5,3837.65,581.7,51.86,81.73,280.19,-0.35,4.0,32.29,5724.0,15558.0,235993.0,4.1,4.2,4.0,4.8,,,,,62.85,32.07,53.47,0.0,0.06,5.69,0.0,1.81,50.0,,623000.0,14.0,107.0,939498.0,55.14,48.0,49.0,49.0,264.65,54.66,45.34,110.05,6.43,0.4,,,,6.2,7.1,5.9,7.2,0.7040000000000001,19.82,1877519.0,0.040676442,66.19,,2.006,2.085,0.319,0.856,,,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
121,Indonesia,2018,5.17,1146.9,3893.85,593.88,52.96,81.9,962.63,-0.32,4.0,39.79,6062.0,16932.0,274194.0,3.9,4.7,4.2,5.0,,,,,65.89,49.13,57.13,0.08,0.06,4.83,0.0,1.95,49.7,,623000.0,14.0,108.9,933442.7,54.38,49.0,57.0,50.0,267.66,55.33,44.67,111.68,6.47,,,,,6.2,7.2,5.6,7.3,0.7070000000000001,19.82,1877519.0,,,,2.154,2.21,0.325,0.88,,,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
122,Indonesia,2019,5.02,1204.5,4135.57,648.29,53.81,82.17,-629.95,-0.34,4.0,47.69,,,244204.0,4.2,4.7,4.3,4.9,,,,,,47.66,,0.08,0.2,5.03,0.0,2.13,,,,,,,53.41,52.0,69.0,49.0,270.63,55.99,44.01,,,,,,,5.9,7.3,5.3,7.0,0.7070000000000001,17.39,,,,,2.282,,0.316,0.871,,,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
123,Indonesia,2020,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,49.0,,,,,,,,,,6.1,7.4,5.1,6.7,0.718,20.35,,,,,,,,,,,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
124,Laos,1990,6.7,2.0,203.26,,80.01,82.59,104.78,,7.0,0.0,,,,,,,,,88.45,,,0.26,0.82,0.03,,,0.23,0.0,,77.3,7.19,16600.0,3.5,25.3,178430.0,,,,,4.26,15.44,84.56,,13.82,,56.9,,1.9,,,,,0.39899999999999997,,230800.0,0.0,273.22,0.0,0.12,0.193,,0.12,2.468,0.7559999999999999,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
125,Laos,1991,4.3,2.1,234.76,,80.04,82.57,109.08,,7.0,0.0,,,,,,,,,88.1,,,0.26,0.88,0.03,,,0.23,0.0,,77.1,7.2,16620.0,3.5,22.1,178012.0,,,,,4.38,15.78,84.22,,13.49,,56.7,,1.9,,,,,0.40399999999999997,,230800.0,0.0,267.22,0.0,0.125,0.203,,0.124,2.3569999999999998,0.74,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
126,Laos,1992,5.56,2.2,250.6,,80.04,82.5,142.98,,6.0,0.0,,,,,,,,,87.12,,,0.26,0.86,0.03,,,0.23,0.0,,76.9,7.21,16640.0,3.5,25.6,177594.0,,,,,4.5,16.13,83.87,,13.14,,56.5,,1.9,,,,,0.41,,230800.0,0.73148787,261.41,4.0,0.132,0.21,,0.129,2.318,0.74,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
127,Laos,1993,5.91,2.3,287.39,,80.05,82.42,155.18,,6.0,0.0,,,,,,,,,86.93,,,0.25,0.87,0.02,,,0.23,0.0,,76.8,7.21,16650.0,3.5,23.8,177176.0,,,,,4.62,16.49,83.51,,12.76,,56.4,,2.0,,,,,0.415,,230800.0,0.17789798199999998,255.57,0.0,0.132,0.21,,0.128,2.245,0.723,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
128,Laos,1994,8.16,2.5,325.94,,79.99,82.23,191.24,,6.0,0.0,,,,,,,,,86.58,,,0.32,0.85,0.02,,,0.3,0.0,,76.6,7.32,16900.0,3.6,28.1,176758.0,,,,,4.74,16.85,83.15,,12.34,,56.2,,2.0,,,,,0.425,,230800.0,0.0,249.89,0.0,0.134,0.225,,0.129,2.234,0.72,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
129,Laos,1995,7.03,2.7,363.88,,79.95,82.08,246.47,,6.0,0.0,,,,,,,,,85.97,,,0.32,1.04,0.02,,,0.3,0.0,,76.4,7.37,17000.0,3.6,25.9,176340.0,,,,,4.85,17.38,82.62,,11.9,,56.0,,2.0,,,,,0.42700000000000005,,230800.0,0.550472535,244.09,43.3,0.138,0.245,,0.133,2.165,0.7140000000000001,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
130,Laos,1996,6.93,2.8,378.43,,79.8,81.92,248.47,-1.05,6.0,,,,,,,,,,85.65,,,0.32,1.19,0.02,,,0.3,0.0,,76.2,7.37,17000.0,3.6,26.2,175922.0,,10.0,40.0,,4.95,18.23,81.77,,11.46,,55.9,,2.0,,,,,0.44,,230800.0,0.619260449,238.35,43.3,0.152,0.251,,0.135,1.505,0.483,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
131,Laos,1997,6.87,3.0,345.92,,79.63,81.76,243.23,,6.0,,,,,,,,,,85.92,,,0.43,1.16,0.02,,,0.42,0.0,,76.0,7.61,17560.0,3.7,29.6,175504.0,,10.0,40.0,,5.05,19.12,80.88,,11.01,,55.7,,2.0,,,,,0.447,,230800.0,0.0,232.69,43.3,0.157,0.242,,0.131,1.41,0.455,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
132,Laos,1998,3.97,3.2,248.84,,79.46,81.57,212.28,-0.92,6.0,0.01,,,,,,,,,86.23,,,0.43,1.8,0.02,,,0.42,0.0,,75.9,7.65,17650.0,3.7,30.9,175086.0,,10.0,40.0,,5.14,20.04,79.96,,10.59,,55.5,,2.0,,,,,0.45399999999999996,21.21,230800.0,0.0,226.72,43.9,0.159,0.248,,0.14,1.617,0.529,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
133,Laos,1999,7.31,3.4,277.81,,79.27,81.35,250.82,,6.0,0.04,,,,,,,,,86.55,,,0.43,2.32,0.02,,,0.42,0.0,,75.7,7.68,17730.0,3.8,37.1,174668.0,,10.0,40.0,,5.24,20.99,79.01,,10.19,,55.4,,2.0,,,,,0.462,21.21,230800.0,0.0,220.22,44.7,0.162,0.23600000000000002,,0.153,1.396,0.445,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
134,Laos,2000,5.8,3.6,325.19,1.52,79.06,81.1,233.61,-0.99,6.0,0.11,,,,,,,,,85.47,,,0.64,3.28,0.02,0.0,0.0,0.62,0.0,0.0,75.5,7.82,18060.0,4.0,41.3,174250.0,,10.0,40.0,,5.32,21.98,78.02,14.39,9.83,,55.2,,2.0,,,,,0.466,21.21,230800.0,0.281401874,213.9,45.2,0.18,0.365,,0.165,1.2790000000000001,0.413,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
135,Laos,2001,5.75,3.8,326.94,1.59,78.85,80.89,204.63,,6.0,0.18,,,,,,,,,84.85,,,0.64,3.3,0.02,0.0,0.0,0.62,0.0,0.0,75.3,7.98,18410.0,4.2,42.8,173765.5,,10.0,40.0,,5.41,22.99,77.01,14.77,9.5,,55.0,,2.0,,,,,0.47100000000000003,21.21,230800.0,0.0,208.26,42.0,0.196,0.298,,0.179,1.1420000000000001,0.368,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
136,Laos,2002,5.92,4.0,320.06,1.26,78.62,80.65,234.36,-1.15,6.0,0.27,,,,,,,,,83.9,,,0.67,3.21,0.05,0.0,0.0,0.62,0.0,0.0,75.1,8.13,18760.0,4.4,47.5,173281.0,,10.0,40.0,,5.49,24.04,75.96,13.18,9.19,,54.9,,2.0,,,,,0.48,22.94,230800.0,0.035942082,201.2,42.9,0.212,0.33299999999999996,,0.179,1.453,0.479,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
137,Laos,2003,6.07,4.3,362.82,1.58,78.37,80.37,253.67,-1.27,6.0,0.33,,,,,,,,,82.08,,,0.72,2.83,0.05,0.0,0.0,0.67,0.0,0.0,74.9,8.28,19110.0,4.6,46.8,172796.5,,10.0,40.0,,5.58,25.13,74.87,17.97,8.91,,54.7,,2.0,,,,,0.488,22.94,230800.0,0.0,195.25,35.9,0.218,0.321,,0.182,1.5030000000000001,0.5,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
138,Laos,2004,6.36,4.5,417.93,1.82,78.12,80.09,230.98,-1.12,6.0,0.36,,,,,,,,,77.65,,,0.72,3.0,0.05,0.0,0.0,0.67,0.0,0.0,74.7,8.43,19460.0,4.8,49.0,172312.0,,10.0,40.0,,5.66,26.24,73.76,16.58,8.65,,54.5,,2.0,,,,,0.496,22.94,230800.0,0.0,189.19,23.1,0.226,0.332,,0.187,2.9419999999999997,1.014,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
139,Laos,2005,7.11,4.8,475.61,1.96,77.86,79.8,241.29,-1.18,6.0,0.85,,,100.0,,,,,,77.24,,,0.73,3.51,0.05,0.0,0.0,0.68,0.0,0.0,74.4,8.6,19850.0,5.0,51.8,171827.5,,10.0,40.0,61.0,5.75,27.19,72.81,17.69,8.41,,54.4,,2.0,,,,,0.505,22.94,230800.0,0.0,184.13,21.3,0.23199999999999998,0.34,,0.192,1.855,0.645,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
140,Laos,2006,8.62,5.3,590.63,2.35,77.64,79.65,307.24,-1.02,6.0,1.17,,,150.0,,,,,,73.0,,,0.73,3.6,0.05,0.0,0.0,0.68,0.0,0.0,74.2,8.77,20250.0,5.2,53.6,171343.0,,10.0,51.0,63.0,5.85,27.75,72.25,19.6,8.18,,54.2,,2.0,,,,,0.511,25.22,230800.0,0.0,178.31,19.4,0.3,0.435,,0.24100000000000002,1.3559999999999999,0.46399999999999997,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
141,Laos,2007,7.6,5.7,710.34,3.03,77.42,79.52,344.09,-0.96,6.0,1.64,,,300.0,,,,,,72.22,,,0.73,3.37,0.05,0.0,0.0,0.68,0.0,0.0,74.0,8.94,20630.0,5.4,57.6,170858.5,,10.0,52.0,63.0,5.94,28.32,71.68,25.21,7.97,,54.0,,2.0,8.2,6.5,8.0,8.5,0.521,25.22,230800.0,0.0,171.74,8.0,0.308,0.46399999999999997,,0.24600000000000002,2.755,0.972,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
142,Laos,2008,7.82,6.1,900.32,4.14,77.2,79.41,457.39,-0.87,6.0,3.55,,,600.0,,,,,,69.06,,,0.73,3.72,0.05,0.0,0.0,0.68,0.0,0.0,73.8,9.12,21040.0,5.6,60.9,170374.0,2.64,10.0,61.0,63.0,6.05,28.89,71.11,27.19,7.76,,53.8,,2.0,8.2,6.8,8.0,8.9,0.528,25.22,230800.0,0.09704765300000001,167.0,3.6,0.35200000000000004,0.535,,0.278,1.2919999999999998,0.44299999999999995,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
143,Laos,2009,7.5,6.6,948.65,4.05,77.0,79.36,373.12,-1.05,6.0,6.0,,,1000.0,,,,,,66.82,,,1.86,3.37,0.05,0.0,0.0,1.81,0.0,0.0,73.6,9.39,21680.0,5.9,64.3,169889.5,4.84,10.0,60.0,64.0,6.15,29.48,70.53,36.24,7.57,,53.7,,2.0,7.6,7.0,8.0,8.5,0.539,25.22,230800.0,0.414513215,161.16,3.0,0.433,0.645,,0.314,1.556,0.54,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
144,Laos,2010,8.53,7.1,1140.6,5.32,76.83,79.36,389.21,-0.98,6.0,7.0,,,1000.0,,,,,,71.51,,,2.57,8.37,0.05,0.0,0.0,2.52,0.0,0.0,73.4,9.62,22200.0,6.1,66.9,169405.0,8.71,15.0,59.0,59.0,6.25,30.06,69.94,34.97,7.39,,53.5,,2.0,7.4,6.8,8.1,8.7,0.546,25.22,230800.0,0.0,154.88,2.5,0.48,0.7020000000000001,,0.305,2.717,0.9520000000000001,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
145,Laos,2011,8.04,7.7,1378.36,5.76,76.77,79.46,371.95,-1.0,6.0,9.0,,,1000.0,,,,,,66.27,,,2.62,12.84,0.05,0.0,0.0,2.57,0.0,0.0,73.2,9.86,22765.0,6.2,73.8,169060.0,10.85,20.0,59.0,50.0,6.35,30.66,69.34,27.45,7.22,,53.3,,2.0,7.1,6.5,7.7,8.5,0.5579999999999999,25.0,230800.0,0.744532675,147.56,2.7,0.499,0.802,,0.303,1.317,0.455,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
146,Laos,2012,8.03,8.3,1581.4,7.8,76.74,79.6,410.7,-0.85,6.0,10.75,,,2000.0,,,,,,63.35,,,3.02,12.93,0.05,0.0,0.0,2.97,0.0,0.0,73.1,9.96,22990.0,6.3,76.6,168715.0,12.9,15.0,62.0,56.0,6.44,31.26,68.74,32.84,7.07,7.3,53.1,,2.0,6.9,6.3,7.4,8.2,0.569,25.0,230800.0,0.0,142.61,2.8,0.527,0.9109999999999999,,0.318,1.78,0.616,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
147,Laos,2013,8.03,9.0,1825.67,8.85,76.71,79.73,423.33,-0.8,6.0,12.5,,,3000.0,4.19,,2.6,4.31,,60.68,,,3.07,15.36,0.05,0.0,0.0,2.98,0.0,0.0,73.0,10.12,23350.0,6.5,78.6,168370.0,17.85,15.0,62.0,55.0,6.54,31.87,68.13,43.81,6.93,,53.0,,2.0,6.6,6.1,7.3,8.3,0.579,25.0,230800.0,0.34752327899999996,137.46,1.6,0.613,1.1520000000000001,,0.35100000000000003,1.9869999999999999,0.6940000000000001,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
148,Laos,2014,7.61,9.7,1998.34,9.63,76.68,79.86,474.42,-0.75,6.0,14.26,,,4900.0,3.97,,2.57,4.09,,60.47,,,3.35,15.13,0.05,0.0,0.0,3.25,0.0,0.0,72.8,10.26,24400.0,6.9,92.2,168025.0,19.75,15.0,61.0,55.0,6.64,32.49,67.51,45.93,6.8,,,,,6.3,6.0,7.4,8.0,0.586,25.0,230800.0,0.0,132.52,2.0,0.652,1.16,,0.364,1.776,0.617,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
