,Country,Year,Economic growth: the rate of change of real GDP,Gross Domestic Product billions of 2010 U.S. dollars,GDP per capita current U.S. dollars,Household consumption billion USD,Female labor force participation rate,Male labor force participation rate,Foreign aid and official development assistance received,Rule of law index (-2.5 weak; 2.5 strong),Civil liberties index 7 (weak) - 1 (strong) ,Internet users percent of population,Railroad lines total length in km,Railway passengers,New commercial vehicle sales numbers per year,Quality of roads 1(low) - 7(high),Quality of railroad infrastructure 1(low) - 7(high),Quality of port infrastructure 1(low) - 7(high),Quality of air transport infrastructure 1(low) - 7(high),Energy use per capita,Alternative and nuclear energy percent of total energy use,Electricity production from renewable sources million kWh,GDP per unit of energy used,Electricity production capacity million kilowatts,Renewable power generation billion kilowatthours,Fossil fuels electricity capacity million kilowatts,Wind electricity capacity million kilowatts,Solar electricity capacity million kilowatts,Hydroelectricity capacity million kilowatts,Nuclear electricity capacity million kilowatts,Geothermal electricity capacity million kilowatts,Forest area percent of total land area,Percent agricultural land,Agricultural land sq. km.,Arable land percent of total land area,Food production index (2004-2006 = 100),Forest area sq. km,ATMs per 100000 adults,Property rights index (0-100),Business freedom index (0-100),Labor freedom index (0-100),Population size in millions,Percent urban population,Rural population percent of total population,Health spending per capita,Death rate per 1000 people,Homicides per 100000 people,Buddhists as percent of the total population,Muslims as percent of the total population,Christians as percent of the total population,Security threats index 0 (low) - 10 (high),Group grievance index 0 (low) - 10 (high),Public services index 0 (high) - 10 (low),Human rights and rule of law index 0 (high) - 10 (low),Human Development Index (0 - 1),Women in parliament percent,Land area in sq. km,"Deaths - Exposure to forces of nature (Per 100,000 Populations)","Death rates from air pollution (per 100,000)_x",consumption_of_all_ozone_depleting_substances_in_odp_metric_tons,co2_per_capita,consumption_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,longtitude,latitude,HDI Status
0,Brunei,1990,1.09,9.6,13607.52,0.93,46.02,81.89,3.88,,5.0,0.0,,,,,,,,6674.71,0.67,0.0,8.38,0.38,0.0,0.38,,,0.0,0.0,,78.4,2.09,110.0,0.4,18.3,4130.0,,,,,0.26,66.44,33.56,,4.38,,,,,,,,,0.768,,5270.0,0.0,47.63,2.0,23.894000000000002,17.217,17.726,5.942,38.147,0.34700000000000003,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
1,Brunei,1991,3.15,9.9,13905.06,0.99,46.24,81.75,3.62,,5.0,0.0,,,,,,,,7335.27,0.43,0.0,7.9,0.38,0.0,0.38,,,0.0,0.0,,78.1,2.09,110.0,0.4,20.4,4114.0,,,,,0.27,66.58,33.42,,4.28,,,,,,,,,0.773,,5270.0,0.0,46.34,0.0,19.945,15.235,9.27,6.157,37.632,0.33799999999999997,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
2,Brunei,1992,4.76,10.4,15274.44,1.29,47.18,81.36,5.37,,6.0,0.0,,,,,,,,7666.05,0.21,0.0,7.87,0.42,0.0,0.42,,,0.0,0.0,,77.8,2.09,110.0,0.4,27.2,4098.0,,,,,0.27,67.08,32.92,,4.19,,,,,,,,,0.778,,5270.0,0.0,44.73,60.9,19.015,15.927,10.237,4.603,37.044000000000004,0.32799999999999996,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
3,Brunei,1993,0.3,10.4,14575.73,1.58,48.17,81.07,5.07,,6.0,0.0,,,,,,,,7175.62,0.0,0.0,8.4,0.47,0.0,0.47,,,0.0,0.0,,77.5,2.09,110.0,0.4,27.8,4082.0,,,,,0.28,67.6,32.4,,4.1,,,,,,,,,0.7829999999999999,,5270.0,0.0,42.79,83.3,17.605,16.502,9.823,5.691,36.454,0.319,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
4,Brunei,1994,3.15,10.7,14120.86,1.59,49.25,80.86,5.26,,6.0,0.0,,,,,,,,6479.08,0.0,0.0,9.53,0.48,0.0,0.48,,,0.0,0.0,,77.2,2.09,110.0,0.4,29.7,4066.0,,,,,0.29,68.13,31.87,,4.02,,,,,,,,,0.7879999999999999,,5270.0,0.0,41.01,65.7,16.227999999999998,16.877,9.09,4.678,36.055,0.311,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
5,Brunei,1995,4.48,11.2,15933.35,1.73,50.4,80.71,4.29,,5.0,1.02,,,,,,,,7562.77,0.0,0.0,8.49,0.65,0.0,0.65,,,0.0,0.0,,76.9,1.9,100.0,0.4,30.6,4050.0,,,,,0.3,68.64,31.36,,3.94,,,,,,,,,0.7909999999999999,,5270.0,0.0,39.05,67.3,16.112000000000002,16.028,9.21,3.667,35.522,0.303,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
6,Brunei,1996,2.88,11.5,16793.28,1.98,51.34,80.42,3.17,0.82,5.0,3.3,,,,,,,,7425.41,0.0,0.0,8.83,0.71,0.0,0.71,,,0.0,0.0,,76.5,1.9,100.0,0.4,26.9,4034.0,,,,,0.3,69.16,30.84,,3.86,3.0,,,,,,,,0.794,,5270.0,0.0,37.87,81.8,15.545,18.125,9.255,3.9130000000000003,35.77,0.295,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
7,Brunei,1997,-1.47,11.4,16660.36,2.04,52.37,80.22,0.38,,5.0,4.83,,,,,,,,7488.52,0.0,0.0,8.57,0.71,0.0,0.71,,,0.0,0.0,,76.2,1.9,100.0,0.4,34.1,4018.0,,,,,0.31,69.67,30.33,,3.77,2.6,,,,,,,,0.797,,5270.0,0.0,36.27,92.5,15.807,12.11,9.395,4.099,36.154,0.353,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
8,Brunei,1998,-0.56,11.3,12693.79,1.63,53.52,80.09,0.33,0.56,5.0,6.28,,,,,,,,7289.04,0.0,0.0,8.66,0.77,0.0,0.77,,,0.0,0.0,,75.9,1.9,100.0,0.4,39.2,4002.0,,,,,0.32,70.17,29.83,,3.68,1.3,,,,,,,,0.7979999999999999,,5270.0,0.0,35.31,65.0,16.172,16.334,9.556000000000001,4.457,39.812,0.909,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
9,Brunei,1999,3.05,11.6,14101.35,1.59,54.72,80.01,1.43,,5.0,7.67,,,,,,,,7271.03,0.0,0.0,8.88,0.77,0.0,0.77,,,0.0,0.0,,75.6,1.9,100.0,0.4,49.0,3986.0,,,,,0.33,70.67,29.33,,3.59,1.2,,,,,,,,0.804,,5270.0,0.0,34.12,37.7,11.665999999999999,9.51,5.114,4.743,36.288000000000004,0.337,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
10,Brunei,2000,2.85,12.0,18012.56,1.49,55.88,79.93,0.63,0.54,5.0,9.0,,,,,,,,7157.13,0.0,0.0,9.28,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,75.3,1.9,100.0,0.4,55.6,3970.0,,,,,0.33,71.16,28.84,508.55,3.51,1.2,,,,,,,,0.805,,5270.0,0.0,33.05,47.8,13.787,9.36,9.142999999999999,2.52,36.486,0.36,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
11,Brunei,2001,2.74,12.3,16472.15,1.48,56.27,79.08,0.35,,5.0,12.92,,,,,,,,6492.72,0.0,0.0,10.53,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,75.0,2.09,110.0,0.4,63.7,3953.0,,,,,0.34,71.65,28.35,464.79,3.45,,,,,,,,,0.8059999999999999,,5270.0,0.0,32.62,33.1,12.91,8.931000000000001,8.546,2.6510000000000002,35.971,0.353,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
12,Brunei,2002,3.87,12.8,16850.15,1.5,56.08,78.49,-1.82,0.5,5.0,15.33,,,,,,,,6221.16,0.0,0.0,11.37,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,74.7,2.09,110.0,0.4,70.6,3936.0,,,,,0.35,72.05,27.95,473.23,3.42,,,,,,,,,0.809,,5270.0,0.0,32.34,46.3,12.259,8.868,8.215,2.07,35.446999999999996,0.317,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
13,Brunei,2003,2.9,13.1,18560.61,1.79,56.01,78.08,0.47,0.59,5.0,19.59,,,,,,,,7090.25,0.0,0.0,10.26,0.86,0.0,0.86,0.0,0.0,0.0,0.0,0.0,74.4,2.09,110.0,0.4,69.2,3919.0,,,,,0.35,72.42,27.58,535.28,3.41,0.8,,,,,,,,0.815,,5270.0,0.0,32.09,33.7,12.663,12.695,8.214,2.375,35.211999999999996,0.368,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
14,Brunei,2004,0.5,13.2,21902.09,2.09,56.07,77.8,0.77,0.38,5.0,29.72,,,,,,,,6389.81,0.0,0.0,11.55,0.87,0.0,0.87,0.0,0.0,0.0,0.0,0.0,74.0,2.09,110.0,0.4,66.9,3902.0,34.96,,,,0.36,72.79,27.21,619.29,3.44,0.6,,,,,,,,0.82,,5270.0,0.0,31.59,63.3,13.574000000000002,11.784,9.032,2.807,34.735,0.36200000000000004,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
15,Brunei,2005,0.39,13.3,26105.28,2.14,56.22,77.58,,0.24,5.0,36.47,,,1000.0,,,,,6074.57,0.0,0.0,12.38,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,73.7,2.09,110.0,0.4,49.3,3885.0,43.26,,,,0.37,73.16,26.84,646.16,3.49,0.5,,,,,,,,0.8240000000000001,,5270.0,0.0,30.89,41.6,13.341,11.472000000000001,8.994,2.9010000000000002,34.411,0.32899999999999996,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
16,Brunei,2006,4.4,13.8,30979.88,2.27,56.27,76.89,,0.12,5.0,42.19,,,1000.0,,,,,8511.57,0.0,0.0,9.37,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,73.4,1.95,103.0,0.4,79.4,3868.0,46.57,,,,0.37,73.53,26.47,654.69,3.56,0.8,,,,,,,,0.8270000000000001,,5270.0,0.0,30.6,28.6,12.804,12.225999999999999,8.754,2.6239999999999997,32.595,0.35100000000000003,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
17,Brunei,2007,0.15,13.9,32663.57,2.47,56.34,76.27,,0.41,5.0,44.68,,,1000.0,,,,,8606.77,0.0,0.0,9.41,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,73.1,2.16,114.0,0.6,83.1,3851.0,58.89,,,,0.37,73.89,26.11,702.67,3.63,0.8,,,,6.9,7.4,3.3,6.6,0.8270000000000001,,5270.0,0.0,30.33,10.4,22.16,18.108,15.838,4.9239999999999995,30.853,0.34700000000000003,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
18,Brunei,2008,-1.94,13.6,37934.38,2.55,56.48,75.8,,0.47,5.0,46.0,,,1000.0,5.14,,4.97,5.58,9337.04,0.0,0.0,8.57,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,72.8,2.16,114.0,0.6,85.7,3834.0,71.52,,,,0.38,74.25,25.75,788.62,3.71,0.3,,,,6.3,6.7,3.3,6.8,0.828,,5270.0,0.0,29.84,7.6,23.724,18.33,17.131,5.422999999999999,29.208000000000002,0.34299999999999997,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
19,Brunei,2009,-1.76,13.4,27955.71,2.61,56.69,75.5,,0.79,5.0,49.0,,,500.0,5.17,,4.83,5.2,7925.91,0.0,0.0,9.88,0.77,0.0,0.77,0.0,0.0,0.0,0.0,0.0,72.4,2.54,134.0,0.8,86.2,3817.0,82.33,,,,0.38,74.61,25.39,741.3,3.77,0.8,,,,6.1,6.6,3.6,6.8,0.831,,5270.0,0.0,29.55,5.8,20.171,16.722,14.573,4.5680000000000005,27.578000000000003,0.33899999999999997,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
20,Brunei,2010,2.6,13.7,35269.55,2.02,56.96,75.28,,0.78,5.0,53.0,,,500.0,5.27,,4.48,4.87,8337.5,0.0,0.0,9.63,0.79,0.0,0.79,0.0,0.0,0.0,0.0,0.0,72.1,2.54,134.0,0.8,90.3,3800.0,82.01,,,,0.39,74.96,25.04,803.53,3.83,0.3,,,,5.9,6.6,3.5,6.9,0.8320000000000001,,5270.0,0.0,29.11,6.9,20.721999999999998,16.71,15.749,4.088,25.964000000000002,0.36,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
21,Brunei,2011,3.75,14.2,47055.84,2.37,57.24,74.98,,0.85,5.0,56.0,,,2000.0,5.21,2.18,4.39,4.86,9837.45,0.02,2.0,8.53,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,72.1,2.54,134.0,0.8,97.0,3800.0,80.77,,,,0.39,75.31,24.69,877.16,3.89,0.3,,,,5.6,6.2,3.2,6.7,0.836,,5270.0,0.0,28.83,8.1,24.225,19.534000000000002,18.497,4.966,25.305,0.355,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
22,Brunei,2012,0.91,14.4,47740.52,2.62,57.47,74.57,,0.79,5.0,60.27,,,5000.0,5.22,2.07,4.54,4.89,9599.38,0.01,2.0,9.19,0.81,0.0,0.81,0.0,0.0,0.0,0.0,0.0,72.1,2.54,134.0,0.8,98.8,3800.0,92.69,,,,0.4,75.66,24.34,883.68,3.94,1.0,,,,5.6,6.2,2.9,6.6,0.843,,5270.0,0.0,29.52,5.9,23.793000000000003,20.825,17.827,5.1770000000000005,24.686999999999998,0.376,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
23,Brunei,2013,-2.13,14.0,44740.09,2.76,57.67,74.09,,0.59,5.0,64.5,,,4900.0,5.02,,4.71,4.84,7522.26,0.01,2.0,11.14,0.81,0.0,0.81,0.0,0.0,0.0,0.0,0.0,72.1,2.73,144.0,0.9,106.8,3800.0,82.86,,,,0.4,76.0,24.0,849.33,4.01,0.5,,,,5.6,6.2,2.6,6.9,0.8440000000000001,,5270.0,0.0,25.49,4.3,18.882,20.864,13.921,4.099,24.059,0.371,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
24,Brunei,2014,-2.51,13.7,41726.79,2.67,57.84,73.58,,0.47,5.0,68.77,,,5900.0,,,,,8673.09,0.01,2.0,9.38,0.81,0.0,0.81,0.0,0.0,0.0,0.0,0.0,72.1,2.73,144.0,0.9,100.1,3800.0,81.75,40.0,68.0,97.0,0.41,76.33,23.67,798.79,4.08,,,,,5.6,6.2,2.5,7.4,0.845,,5270.0,0.0,22.34,4.0,21.77,22.086,16.515,4.12,23.463,0.366,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
25,Brunei,2015,-0.39,13.6,31164.56,2.56,58.0,73.08,,0.41,5.0,71.2,,,3100.0,,,,,,0.01,2.0,,0.82,0.0,0.82,0.0,0.0,0.0,0.0,0.0,72.1,2.73,144.0,0.9,98.1,3800.0,79.69,35.0,68.0,97.0,0.41,76.66,23.34,743.92,4.16,,,,,5.6,5.9,2.2,7.7,0.843,,5270.0,0.7112749840000001,23.75,,16.757,19.685,11.787,3.964,22.892,0.361,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
26,Brunei,2016,-2.48,13.3,27157.82,2.41,58.17,72.55,,0.56,5.0,90.0,,,2800.0,4.7,,3.7,4.1,,,,,0.82,0.0,0.82,0.0,0.0,0.0,0.0,0.0,72.1,2.73,144.0,0.9,101.8,3800.0,76.36,30.0,71.0,90.0,0.42,76.99,23.01,692.04,4.25,,,,,5.3,5.9,2.0,7.9,0.8440000000000001,6.45,5270.0,0.0,20.48,,17.962,20.054000000000002,12.717,4.294,22.119,0.381,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
27,Brunei,2017,1.33,13.5,28572.15,2.48,58.32,72.01,,0.65,5.0,94.87,,,748.0,4.8,,3.9,4.5,,,,,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,72.1,,144.0,0.9,99.6,3800.0,69.59,63.0,77.0,90.0,0.42,77.31,22.69,648.67,4.34,,,,,5.1,5.9,1.8,7.7,0.843,9.09,5270.0,0.0,20.3,,22.528000000000002,23.581,16.09,4.545,,,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
28,Brunei,2018,0.05,13.5,31628.33,2.65,58.48,74.03,,0.63,5.0,94.6,,,800.0,4.9,3.6,4.1,4.6,,,,,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,72.1,,144.0,0.9,100.0,3800.0,74.5,57.0,80.0,89.0,0.43,77.63,22.37,763.15,4.45,,,,,4.8,5.6,1.7,7.4,0.845,9.09,5270.0,,,,22.285,23.16,15.722999999999999,4.692,,,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
29,Brunei,2019,3.87,14.0,31086.75,2.75,56.09,72.68,,0.61,5.0,95.0,,,651.0,5.0,,4.1,4.8,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,73.97,64.0,80.0,91.0,0.43,77.94,22.06,,,,,,,4.5,5.9,1.5,7.1,0.845,9.09,,,,,20.99,,14.184000000000001,4.952,,,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
30,Brunei,2020,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,84.0,91.0,,,,,,,,,,4.5,6.2,1.6,7.2,0.838,9.09,,,,,,,,,,,114.7277,4.5353,VERY HIGH HUMAN DEVELOPMENT
31,Myanmar,1990,2.82,8.0,,,62.39,88.43,154.56,,7.0,0.0,,,,,,,,258.36,90.91,0.0,1.65,1.1,1.18,0.84,,,0.26,0.0,,60.0,15.96,104280.0,14.6,28.4,392184.8,,,,,41.34,25.24,74.76,,11.01,5.0,84.2,4.0,4.8,,,,,0.35,,653540.0,0.0,227.09,2.0,0.102,,0.042,0.049,1.3019999999999998,0.384,95.956,21.9162,LOW HUMAN DEVELOPMENT
32,Myanmar,1991,-0.65,8.0,,,62.44,88.48,174.57,,7.0,0.0,,,,,,,,250.69,91.12,0.0,1.72,1.1,1.23,0.84,,,0.26,0.0,,59.3,15.94,104160.0,14.6,27.4,387834.4,,,,,41.89,25.42,74.58,,10.85,,84.2,3.0,4.9,,,,,0.35700000000000004,,653540.0,0.056041368,226.11,0.0,0.099,,0.039,0.048,1.272,0.38,95.956,21.9162,LOW HUMAN DEVELOPMENT
33,Myanmar,1992,9.66,8.7,,,62.11,88.23,114.32,,7.0,0.0,,,,,,,,255.35,90.79,0.0,1.87,1.11,1.5,0.82,,,0.29,0.0,,58.7,15.91,103980.0,14.6,31.0,383484.1,,,,,42.4,25.59,74.41,,10.7,,84.1,3.0,5.0,,,,,0.371,,653540.0,0.012010251000000001,223.47,16.6,0.114,,0.038,0.069,1.308,0.38,95.956,21.9162,LOW HUMAN DEVELOPMENT
34,Myanmar,1993,6.04,9.3,,,61.89,88.09,103.53,,7.0,0.0,,,,,,,,250.42,89.25,0.0,2.05,1.12,1.69,0.82,,,0.29,0.0,,58.0,15.98,104460.0,14.7,33.6,379133.7,,,,,42.89,25.77,74.23,,10.57,,84.0,3.0,5.1,,,,,0.377,,653540.0,0.0,220.75,2.0,0.124,,0.046,0.07200000000000001,1.337,0.382,95.956,21.9162,LOW HUMAN DEVELOPMENT
35,Myanmar,1994,7.48,9.9,,,61.62,87.9,177.15,,7.0,0.0,,,,,,,,263.17,87.97,0.0,2.11,1.16,1.6,0.86,,,0.3,0.0,,57.3,15.95,104210.0,14.6,36.0,374783.3,,,,,43.38,25.95,74.05,,10.45,,83.9,3.0,5.2,,,,,0.384,,653540.0,0.039738732,217.54,3.4,0.14300000000000002,,0.057,0.08,1.35,0.38799999999999996,95.956,21.9162,LOW HUMAN DEVELOPMENT
36,Myanmar,1995,6.95,10.6,,,61.37,87.75,160.45,,7.0,0.0,,4178.0,,,,,,268.98,85.22,0.0,2.23,1.32,1.61,1.01,,,0.32,0.0,,56.7,15.99,104500.0,14.6,37.0,370432.9,,,,,43.9,26.12,73.88,,10.33,3.7,83.9,3.0,5.3,,,,,0.38799999999999996,,653540.0,0.117680878,214.58,51.2,0.157,,0.064,0.087,1.37,0.389,95.956,21.9162,LOW HUMAN DEVELOPMENT
37,Myanmar,1996,6.44,11.3,,,61.14,87.58,49.42,-1.58,7.0,,,4294.0,,,,,,266.16,84.61,0.0,2.41,1.39,1.63,1.07,,,0.33,0.0,,56.0,16.07,105040.0,14.6,38.2,366082.6,,30.0,40.0,,44.45,26.3,73.7,,10.23,,83.8,3.0,5.4,,,,,0.39399999999999996,,653540.0,0.0,211.78,75.7,0.162,,0.068,0.08800000000000001,1.1909999999999998,0.335,95.956,21.9162,LOW HUMAN DEVELOPMENT
38,Myanmar,1997,5.65,12.0,,,60.94,87.45,61.04,,7.0,,,3784.0,,,,,,268.28,85.16,0.0,2.54,1.4,1.67,1.07,,,0.33,0.0,,55.3,16.1,105190.0,14.6,37.2,361732.2,,30.0,40.0,,45.03,26.48,73.52,,10.13,,83.7,3.0,5.5,,,,,0.4,,653540.0,0.153079979,208.29,57.4,0.165,,0.073,0.086,1.138,0.327,95.956,21.9162,LOW HUMAN DEVELOPMENT
39,Myanmar,1998,5.87,12.7,,,60.73,87.32,72.43,-1.53,7.0,,,3948.0,,,,,,272.03,83.35,0.0,2.65,1.36,0.94,1.03,,,0.33,0.0,,54.7,16.09,105130.0,14.6,38.6,357381.8,,30.0,40.0,,45.61,26.66,73.34,,10.03,,83.6,3.0,5.6,,,,,0.405,,653540.0,0.0,204.99,55.3,0.17600000000000002,,0.069,0.102,1.205,0.35,95.956,21.9162,LOW HUMAN DEVELOPMENT
40,Myanmar,1999,10.95,14.1,,,60.3,87.02,81.05,,7.0,0.0,4746.0,4112.0,,,,,,269.61,81.88,0.0,2.97,1.15,1.03,0.81,,,0.34,0.0,,54.0,16.23,106090.0,14.8,45.0,353031.5,,30.0,40.0,,46.18,26.84,73.16,,9.95,,83.5,3.0,5.7,,,,,0.414,,653540.0,0.048396716,201.55,31.6,0.193,,0.065,0.11699999999999999,1.273,0.358,95.956,21.9162,LOW HUMAN DEVELOPMENT
41,Myanmar,2000,13.75,16.0,190.61,,59.72,86.63,105.64,-1.42,7.0,0.0,,4451.0,,,,,,274.88,80.16,0.0,3.35,1.15,1.87,0.81,0.0,0.0,0.34,0.0,0.0,53.4,16.54,108120.0,15.2,48.7,348681.1,,30.0,40.0,,46.72,27.02,72.97,4.34,9.86,2.3,83.5,3.0,5.8,,,,,0.424,,653540.0,0.0,197.36,26.6,0.215,,0.059000000000000004,0.124,1.196,0.335,95.956,21.9162,LOW HUMAN DEVELOPMENT
42,Myanmar,2001,11.34,17.8,137.17,,59.19,86.29,125.67,,7.0,0.0,,4447.0,,,,,,265.74,82.47,0.0,3.9,1.19,1.8,0.8,0.0,0.0,0.39,0.0,0.0,52.8,16.74,109390.0,15.3,51.5,345254.0,,30.0,40.0,,47.23,27.21,72.79,4.48,9.78,2.0,83.4,3.0,5.9,,,,,0.43200000000000005,,653540.0,0.10979502,193.88,39.4,0.184,,0.047,0.1,1.222,0.33299999999999996,95.956,21.9162,LOW HUMAN DEVELOPMENT
43,Myanmar,2002,12.03,19.9,142.08,,58.61,85.93,119.03,-1.71,7.0,0.0,,4804.0,,,,,,271.97,83.0,0.0,4.29,1.19,2.21,0.8,0.0,0.0,0.39,0.0,0.0,52.3,16.72,109250.0,15.1,53.4,341826.9,,10.0,40.0,,47.7,27.39,72.61,6.86,9.7,1.7,83.3,3.0,6.0,,,,,0.441,,653540.0,0.044749675,189.3,45.7,0.192,,0.048,0.113,1.177,0.316,95.956,21.9162,LOW HUMAN DEVELOPMENT
44,Myanmar,2003,13.84,22.7,217.39,,57.95,85.51,125.02,-1.7,7.0,0.02,,4284.0,,,,,,292.25,79.79,0.0,4.59,1.21,2.23,0.8,0.0,0.0,0.41,0.0,0.0,51.8,16.8,109820.0,15.1,58.0,338399.8,,10.0,40.0,,48.15,27.58,72.43,6.37,9.62,1.6,83.2,3.0,6.1,,,,,0.451,,653540.0,0.0,185.1,53.7,0.203,,0.063,0.122,1.301,0.368,95.956,21.9162,LOW HUMAN DEVELOPMENT
45,Myanmar,2004,13.56,25.8,217.59,,57.3,85.08,123.45,-1.74,7.0,0.02,,4163.0,,,,,,305.69,80.27,0.0,5.07,1.56,2.38,0.82,0.0,0.0,0.75,0.0,0.0,51.3,16.96,110820.0,15.2,62.7,334972.7,,10.0,40.0,,48.56,27.76,72.24,6.8,9.54,1.5,83.1,3.0,6.3,,,,,0.46,,653420.0,0.6417120789999999,181.07,33.0,0.255,,0.106,0.129,1.6269999999999998,0.484,95.956,21.9162,LOW HUMAN DEVELOPMENT
46,Myanmar,2005,13.57,29.3,244.88,,56.64,84.64,144.83,-1.73,7.0,0.07,,,1000.0,,,,,304.31,79.55,0.0,5.92,1.69,2.97,0.94,0.0,0.0,0.75,0.0,0.0,50.7,17.24,112630.0,15.4,70.0,331545.6,,10.0,40.0,20.0,48.95,27.95,72.05,7.42,9.45,1.4,83.0,3.0,6.4,,,,,0.47,,653360.0,0.035212236,174.8,15.0,0.23600000000000002,,0.111,0.107,1.453,0.40299999999999997,95.956,21.9162,LOW HUMAN DEVELOPMENT
47,Myanmar,2006,13.08,33.1,294.16,,55.97,84.21,145.71,-1.53,7.0,0.18,,,1000.0,,,,,306.42,81.12,0.0,6.8,1.69,3.29,0.91,0.0,0.0,0.77,0.0,0.0,50.2,17.75,115970.0,15.8,78.4,328118.4,,10.0,20.0,20.0,49.3,28.13,71.87,8.21,9.35,1.6,83.0,3.0,6.5,,,,,0.479,,653470.0,0.1211363,169.31,1.3,0.259,,0.124,0.111,1.4969999999999999,0.406,95.956,21.9162,LOW HUMAN DEVELOPMENT
48,Myanmar,2007,11.99,37.1,406.73,,55.35,83.8,195.89,-1.55,7.0,0.22,,,1000.0,,,,,315.88,80.32,0.0,7.54,1.72,3.59,0.91,0.0,0.0,0.8,0.0,0.0,49.7,18.34,119840.0,16.2,82.9,324691.3,,10.0,20.0,20.0,49.62,28.32,71.68,9.61,9.24,1.5,82.9,3.0,6.6,9.0,9.1,8.3,9.8,0.49,,653520.0,0.010179194,162.73,2.4,0.258,,0.124,0.11199999999999999,1.719,0.49200000000000005,95.956,21.9162,LOW HUMAN DEVELOPMENT
49,Myanmar,2008,10.26,40.9,638.15,,54.81,83.43,534.59,-1.54,7.0,0.22,,,1000.0,,,,,302.64,85.57,0.0,8.79,1.75,4.03,0.9,0.0,0.0,0.85,0.0,0.0,49.2,18.79,122770.0,16.4,88.7,321264.2,,10.0,20.0,20.0,49.93,28.51,71.49,14.25,9.12,1.6,82.8,3.0,6.8,9.3,9.5,8.3,9.9,0.501,,653310.0,279.8022968,156.34,2.0,0.195,,0.073,0.10300000000000001,1.439,0.38799999999999996,95.956,21.9162,LOW HUMAN DEVELOPMENT
50,Myanmar,2009,10.55,45.2,734.45,,54.27,83.02,355.96,-1.53,7.0,0.22,,,1000.0,,,,,284.89,85.63,0.0,10.33,2.55,5.21,0.89,0.0,0.0,1.65,0.0,0.0,48.7,19.04,124410.0,16.5,92.1,317837.1,,5.0,20.0,20.0,50.25,28.69,71.31,18.11,8.99,1.8,82.7,3.0,6.9,8.4,8.9,9.0,9.0,0.512,,653300.0,0.048223336,150.45,4.1,0.20199999999999999,,0.10800000000000001,0.077,1.6059999999999999,0.456,95.956,21.9162,LOW HUMAN DEVELOPMENT
